Date;username;name;tweet;replies_count;retweets_count;likes_count
2022-11-11 06:23:32 SE Asia Standard Time;sepsisalliance;Sepsis Alliance;There are 53 million family or friend caregivers in the U.S. who care for adults or children with special needs. This #NationalFamilyCaregiversMonth, get the facts on how caregiving affects physical and mental health and learn how to support #caregivers:  https://t.co/lQXr2OgB29.  https://t.co/bGzLF1VXW6;0;6;6
2022-11-11 06:23:26 SE Asia Standard Time;ywpnnn;LHMPR Radio Podcast;The Music Industry is Having a Mental Health Crisis – Berklee Online Take Note  https://t.co/ZdjBdbb2Yp  #MentalHealth #MusicMakers #musicindustry  My Opinion - I have seen a lot of Recording Artists and Musicians have issues after having high expectations of overnight success.;0;0;0
2022-11-11 06:23:24 SE Asia Standard Time;britishhinduco;British Hindu Council;#BritishHindus shouldn't suffer in silence, getting help and sometimes asking for help can be a hurdle in itself. We all need help and we should be there for one another.   #MentalHealth #EmotionalHealth #SpiritualHealth   https://t.co/XEqPljOU5t;0;3;4
2022-11-11 06:23:18 SE Asia Standard Time;bgryphon;BGryphon;If (when) this implodes, I'll take a break from heavy political discourse. My insta (same name) is mostly Mystical Arts, felines, photography, and mental health discussion. Less stress, more pride. .  https://t.co/ywEmxnlKMO;0;0;0
2022-11-11 06:23:16 SE Asia Standard Time;katzekaz;Kaz Katze;"@Salamandxr_ @skelm_baguette @DatCheesy @CthulhuM4n @ShitpostGate Ah, yes, name-calling, because you used up all your ""arguments"". Keep up the good work, you wonderful example of mental health and stability. #BeKind lol";0;0;1
2022-11-11 06:23:16 SE Asia Standard Time;itsbarbiebonnie;??????????????;@TheNikkiRosa paying bills with my mental health;0;0;1
2022-11-11 06:23:13 SE Asia Standard Time;kaigwalla12;Kai Gwalla;"@ryajones_ Not a coach but as a former player I would say try to build a good culture. Make sure every player from Varsity down to the freshman team feels like they are apart of the program/family. Don't be too strict and just make it fun. Also Physical and Mental health&gt;Anything";0;0;0
2022-11-11 06:23:09 SE Asia Standard Time;taiga563akashi;New York Angels;@XxBiglayxX @PlsCursed My mental health will kill me when this happens;0;0;0
2022-11-11 06:23:04 SE Asia Standard Time;bjimenez_cosd;Barbara Jiménez;"Thank you to @SanDiegoCOE &amp; @SDCCEEDU for having @SDCountyHHSA #HSEC #OEqC at the Apprenticeship &amp; Vocational Training Career Expo today at the Education Cultural Complex! The team shared youth mental health resources, COVID-19, Monkeypox &amp; flu info, &amp; more!  https://t.co/Wd7UcooUpo";1;3;10
2022-11-11 06:22:57 SE Asia Standard Time;ecdinculvercity;ECD is now MY PERSONAL ACCOUNT;"@AndyHrmnpriest1 @AlexFischCC @hughfitzgerald This will be my final reply and then I will probably block you because you're clearly not reading what I posted. Anyone who needs mental health and/or drug assistance or other assistance should never be incarcerated that does nothing  positive. Good luck &amp; bye!";0;0;0
2022-11-11 06:22:56 SE Asia Standard Time;gem_by_name;Gem;@romankemp Teenage mental health awareness. Please see below ????;0;0;0
2022-11-11 06:22:55 SE Asia Standard Time;lilyjayc;Lily M.Ed., LPCC-S;It is important to note how police, criminal justice, and mental health systems overlap. Especially now. If you live in an anti-trans, anti-CRT red state and are a mental health professional, it is probably a good idea to see where your local public funds and legislative action;1;1;10
2022-11-11 06:22:55 SE Asia Standard Time;essie__f1;Essie????;I couldn’t enjoy the fact that it’s race week due to my horrible mental health issues ??;0;0;0
2022-11-11 06:22:53 SE Asia Standard Time;cmarianonp;Claudia Mariano;"Kudos to @LakeridgeHealth for their mental health report: Together, Best Mental Health. Unfortunate though that the @CMHADurham NP Clinic was not mentioned. It's one of 25 #NPLCs in Ontario &amp; specializes in #mentalhealth @NPAOntario @NPLCA1";1;2;7
2022-11-11 06:22:45 SE Asia Standard Time;gyrolard;GyroLard;enlightenment in the digital world is an oxymoron. mass shootings, teen mental health (, sedentary lack of exercise), chinese manufacturing slaves, etc.;0;0;0
2022-11-11 06:22:17 SE Asia Standard Time;blissfulplayer;Free Graphic Designs For YOU;@OlaseniFeyisayo Abeg you people should stop confusing us na…you could have just simply said those that “Flexed or edited”   Abeg make una Dey consider our mental health???? Abeg;0;0;0
2022-11-11 06:22:10 SE Asia Standard Time;jebinpersonator;Peter Griffin Stan (Parody Account);@CheneyStan He's not getting any action (bedroom things) and it's clearly affecting his mental health.;0;0;2
2022-11-11 06:22:07 SE Asia Standard Time;embee_us;embee_us;i full tilted off stream after 2 games of OW. RIP my mental health as a soloq support;0;0;5
2022-11-11 06:22:07 SE Asia Standard Time;michspamtingz;mich??;@pumpkinspapers ohh that’s exciting, but don’t rush ???????? I’m sure we can all wait a few month before our mental health is demolish (in a good way as my friend ted would say);0;0;2
2022-11-11 06:22:04 SE Asia Standard Time;jlitwinetz;Today's News;Hong Kong New World Development CEO sets up personal foundation to help children with mental health issues, as Covid pandemic takes its toll on city’s young   https://t.co/KNDPchQfXK;0;0;0
2022-11-11 06:22:04 SE Asia Standard Time;trjforbloggers;??TRJ For Bloggers??;Incredible Scientific Benefits To Yoga That Will Make You Start Practicing Today (Plus Insights From Two Professional Yogis)  https://t.co/1BJwpz8sL6 #healthfitness #mentalhealth #personaldevelopment;0;1;1
2022-11-11 06:22:02 SE Asia Standard Time;shitpostsharp;sharplyon (music commissions open);@PoweredGent no, its been well documented that compliments actually make mental health worse;0;0;1
2022-11-11 06:22:01 SE Asia Standard Time;vulpesokamis;Honsegiving;@LeiziLinQingyan You can spoil it I've been avoiding because when it comes out I am gonna refuse to read it due to my mental health I am not avoiding to not be spoiled so as long as it doesn't go into detail with loss of life or the world then I am fine;1;0;0
2022-11-11 06:21:53 SE Asia Standard Time;athol94519002;Athol;@melissahurlz @drmwarner @ONgov Masks don't work for respiratory virus.  They compromise health, cause illness, mental health problems,  and normal development issues  Keep pushing your poison.;0;0;2
2022-11-11 06:21:29 SE Asia Standard Time;karmadiosmz;kris | honestly what the fuck;im fr considering delete twitter once and for all i feel like its messing up my mental health;5;0;11
2022-11-11 06:21:29 SE Asia Standard Time;benzeball;kati;gonna be good for my mental health ????;0;0;2
2022-11-11 06:21:27 SE Asia Standard Time;infotatiles;infotatiles;LASD deputy charged with shooting and killing man during mental health crisis in 2021  https://t.co/s2PE0AGfNQ;0;0;0
2022-11-11 06:21:23 SE Asia Standard Time;danielornstein;Daniel Ornstein;Unbelievable. We would be better off sending literally anyone but the lapd to respond to evictions and mental health crises with better results.;0;0;1
2022-11-11 06:21:18 SE Asia Standard Time;original_dr_j;Dr. Jessica Jackson (she, her);Screening is a good start. But what happens next, knowing there are not enough mental health clinicians?;0;0;0
2022-11-11 06:21:11 SE Asia Standard Time;metalhealthnew1;Metal-Health.news;The High Toll of Work on Mental Health and Its Hit to Productivity  https://t.co/LsMYVXaGFS;0;0;0
2022-11-11 06:21:10 SE Asia Standard Time;_labeaux;you better call chiron ??;Amazing the way having a schedule, interacting with people, and getting better sleep is magically improving my mental health.;0;0;8
2022-11-11 06:21:07 SE Asia Standard Time;drvemuriseshag2;Drvemuriseshagirirao;"@YSRCParty 5crores people in AP who are hardly pulling on their lives due to Covid pandemic&amp;with the REVERSE rule of Jaganmohan Reddy are pleading CM JaganmohanReddy to undergo mental health check up by keeping the well-being of our future generations in an unscientifically divided state ??";0;0;0
2022-11-11 06:21:06 SE Asia Standard Time;diakosinyx;?nyx;@elianverse pwede ba magapply as your new bestie HAAHAHAH psych student ako, ako na bahala sa mental health mo chz??;1;0;1
2022-11-11 06:21:03 SE Asia Standard Time;circuscorepd;??;borderline personality disorder ( bpd ) is a mental health disorder characterized by having a fat ass.;1;29;110
2022-11-11 06:21:02 SE Asia Standard Time;r4g3kw1t;R4g3Kw1t | @Gaming4Good_;"@DomQ18 @Itshaber Now now, it's all fair in love &amp; war my friend. Don't mix a little bit of name calling with Mental Health abuse. You know as well as I do that 1 stone thrown doesn't shatter a whole greenhouse   Dont make me go through your timeliness ????  (I won't, but the point is there lol)";1;0;0
2022-11-11 06:20:58 SE Asia Standard Time;scientificruvvy;Lana Ruvolo, PhD;@Dkhalil123’s data highlight how parental posttraumatic stress can have biological effects on children’s health and put youth at risk for future physical and mental health conditions w/ need for early intervention at the familial level. Read her work:  https://t.co/c6uGw1Hueu;0;0;1
2022-11-11 06:20:50 SE Asia Standard Time;barefootforager;Becky Holmes;@suze_kb @alomshaha I allowed my kids two days a term they could take as a duvet day, (almost) no questions asked. I don't think my son took one, but my daughter has a few times. I think it's good for their mental health to just know they can have a break if needed.;1;0;0
2022-11-11 06:20:43 SE Asia Standard Time;original_dr_j;Dr. Jessica Jackson (she, her);Worsening Mental Health Reveals Urgency of Prevention Expansion:  https://t.co/3vBHvA4SB4;0;1;2
2022-11-11 06:20:42 SE Asia Standard Time;coachedbylori;LifeCoachLoriPaul;#substanceusedisorder #sobriety #recovery #mentalhealth #vision #mission  https://t.co/DfNsF9cePi;0;0;1
2022-11-11 06:20:38 SE Asia Standard Time;badgallike_riri;ri;I hope Davido and his fiancé mental health are doing ok… I can’t even imagine losing a son;0;0;0
2022-11-11 06:20:31 SE Asia Standard Time;notgabby0w0;???????? (???);real (my mental health crumbles by every passing minute);0;0;0
2022-11-11 06:20:29 SE Asia Standard Time;joneswoodpsych1;Jones-Wood Psychological Associates INC.;Follow all our social media, links in our bio!   Image from  https://t.co/uil58xObcq.   #mentalhealth #mentalhealthawareness #mentalhealthsupport #mentalhealthhelp #support #therapy #adjustmentdisorder  https://t.co/HEgINEiaC8;0;0;0
2022-11-11 06:20:27 SE Asia Standard Time;scotthaas27;Scott Haas;"@CollettWriter Helped organize a medical/mental health conference;   fascinating to see heavily armed soldiers around crowds of peasants shouting dogma. Never got on board the Cuba Bandwagon, and this showed why.  Though I was brought up in a pro-Stalin household!";1;0;2
2022-11-11 06:20:25 SE Asia Standard Time;glenncornish13;Glenn Cornish;@Shrink_at_Large @guardian 1 you say 'clawing back the millions spent on private mental health beds' but my independent ward is providing a vital and flexible service while the local mental health trust rebuilds one of its two inpatient buildings. We have extremely low rates of agency staff use;0;0;1
2022-11-11 06:20:19 SE Asia Standard Time;milka_ran;Milka R.;@kavyasastra Take care of your mental health.  Please ?? that's the most important.  Then come back when you're ready!;0;0;1
2022-11-11 06:20:13 SE Asia Standard Time;karenmcginn22;Karen McGinn;@LisboaYYC @JanisIrwin @AdrianaLaGrange @shandro @JasonCoppingAB No crisis in child mental health ? @tylershandro;0;0;0
2022-11-11 06:20:12 SE Asia Standard Time;blackdogdemo;Jacob Johnston;@Pr0t0E @Bytheburnside @AssignedMale Nobody knows “a lot” of ace people unless they’re a psychiatrist, just statistically.  You know a lot of people with mental health problems;0;0;0
2022-11-11 06:20:10 SE Asia Standard Time;baierwesley;Wesley Baier #voteblue;"I've finally been able to overcome the pain+soreness, keep at it &amp; push through it! My hope is that with all the lifestyle changes I've made, I'll have more good days than bad at the very least. I don't want to live in constant pain anymore&amp;derailing my mental health&amp;my life 3/3";0;0;0
2022-11-11 06:20:10 SE Asia Standard Time;hswestyorkshire;Susan Baker MBE JP DL;Visited ?@zoneleeds? who do amazing work with young people to inspire and support them in a safe and secure environment. Promoting positive mental health and well-being. A great team with Alex, Jax, Vita, Sophie, Joanne, Raina (CEO) and Simon! Thank you for the warm welcome  https://t.co/kqgtAXSrHv;1;0;11
2022-11-11 06:20:09 SE Asia Standard Time;sb82uk;Steve Shelby ????; https://t.co/D07UEV4krd Callum Johnson Decides To End His Career, Will Focus on Mental Health Struggles  https://t.co/AKxU3KxJbP;0;0;0
2022-11-11 06:20:04 SE Asia Standard Time;barelycookies;Tyler Florence KY;Psychedelic therapy is the future of mental health care  https://t.co/YqA0EubMI9;0;0;0
